Unnamed: 0,Date,Article_title,Stock_symbol,Url,Publisher,Author,title_lower,event_category
,2008-10-08 11:10:00 UTC,Turkish lira strengthens on Fed rate cut,,http://www.reuters.com/article/companyNewsAndPR/idUSIST00247220081008,,,turkish lira strengthens on fed rate cut,direct_rate_cut
,2015-03-21 09:37:00 UTC,PA Unemployment Rate at 5.2% in February,,http://www.reuters.com/article/2015/03/20/pa-labor-unemployment-idUSnPn1VlCq3+94+PRN20150320,,,pa unemployment rate at 5.2% in february,employment
,2011-07-05 16:29:00 UTC,PREVIEW-US nonfarm payrolls to show mild improvement in June,,http://www.reuters.com/article/2011/07/05/usa-economy-jobs-idUSN1E7640U220110705,,,preview-us nonfarm payrolls to show mild improvement in june,employment
,2015-03-09 22:05:00 UTC,Nikkei drops as strong U.S. jobs report stokes concerns about Fed rate hike,,http://www.reuters.com/article/2015/03/09/markets-japan-stocks-idUSL4N0WB1AN20150309,,,nikkei drops as strong u.s. jobs report stokes concerns about fed rate hike,employment
,2015-10-17 08:30:00 UTC,PA Unemployment Rate Declines to 5.3% in September,,http://www.reuters.com/article/pa-gov-unemployment-idUSnPn91WFSG+8f+PRN20151016,,,pa unemployment rate declines to 5.3% in september,employment
,2014-12-04 15:13:00 UTC,Italy's Renzi wins confidence vote on labor market reform,,http://www.reuters.com/article/2014/12/03/us-italy-politics-idUSKCN0JH29D20141203,,,italy's renzi wins confidence vote on labor market reform,employment
,2014-12-04 11:18:00 UTC,"Private employment data released early, ADP investigating",,http://www.reuters.com/article/2014/12/03/us-usa-economy-adp-leak-idUSKCN0JH1IU20141203,,,"private employment data released early, adp investigating",employment
,2014-12-04 10:26:00 UTC,"UPDATE 1-Private employment data released early, ADP investigating",,http://www.reuters.com/article/2014/12/03/usa-economy-adp-leak-idUSL2N0TN0UI20141203,,,"update 1-private employment data released early, adp investigating",employment
,2015-10-03 17:10:00 UTC,Investors brace for stocks to fall again after U.S. jobs report,,http://www.reuters.com/article/us-markets-stocks-usa-weekahead-idUSKCN0RW1XD20151002,,,investors brace for stocks to fall again after u.s. jobs report,employment
,2015-10-03 14:30:00 UTC,"GLOBAL MARKETS-Stocks, bond prices rise after weak U.S. jobs report",,http://www.reuters.com/article/markets-global-idUSL1N1221NU20151002,,,"global markets-stocks, bond prices rise after weak u.s. jobs report",employment
,2015-10-03 11:42:00 UTC,Congressman Fattah Statement on September Jobs Report,,http://www.reuters.com/article/fattah-sep-jobsreport-idUSnPn61WvB1+8a+PRN20151002,,,congressman fattah statement on september jobs report,employment
,2015-10-03 11:38:00 UTC,Weak jobs report leaves Federal Reserve tied to global growth,,http://www.reuters.com/article/us-usa-fed-exports-idUSKCN0RW1PT20151002,,,weak jobs report leaves federal reserve tied to global growth,employment
,2015-10-03 11:35:00 UTC,Weak U.S. jobs report leaves Federal Reserve tied to global growth,,http://www.reuters.com/article/usa-fed-exports-idUSL1N1220ZP20151002,,,weak u.s. jobs report leaves federal reserve tied to global growth,employment
,2015-10-03 11:12:00 UTC,nTIDE Jobs Report: Employment for Americans with Disabilities Slips for the First Time in 2015,,http://www.reuters.com/article/idUSnGNX7vXyxc+1c8+GNW20151002,,,ntide jobs report: employment for americans with disabilities slips for the first time in 2015,employment
,2015-10-03 11:10:00 UTC,"GLOBAL MARKETS-Stocks fall, bonds climb after weak U.S. jobs report",,http://www.reuters.com/article/markets-global-idUSL5N1222SW20151002,,,"global markets-stocks fall, bonds climb after weak u.s. jobs report",employment
,2015-10-03 09:57:00 UTC,FOREX-Dollar slumps after U.S. jobs report disappoints,,http://www.reuters.com/article/markets-forex-idUSL5N1222FV20151002,,,forex-dollar slumps after u.s. jobs report disappoints,employment
,2015-10-03 09:57:00 UTC,U.S. bond prices jump after disappointing jobs report ,,http://www.reuters.com/article/us-markets-bonds-payrolls-idUSKCN0RW1BV20151002,,,u.s. bond prices jump after disappointing jobs report ,employment
,2015-10-03 09:55:00 UTC,TREASURIES -U.S. bond prices jump after disappointing jobs report,,http://www.reuters.com/article/markets-bonds-usa-idUSL1N1220VE20151002,,,treasuries -u.s. bond prices jump after disappointing jobs report,employment
,2015-10-03 07:54:00 UTC,FOREX-Dollar up as all eyes turn to U.S. jobs report,,http://www.reuters.com/article/markets-forex-idUSL5N1221RZ20151002,,,forex-dollar up as all eyes turn to u.s. jobs report,employment
,2015-10-03 04:25:00 UTC,FOREX-Dollar up as U.S. jobs report eyed for signal on Fed rate hike,,http://www.reuters.com/article/markets-forex-idUSL5N1220IY20151002,,,forex-dollar up as u.s. jobs report eyed for signal on fed rate hike,employment
,2015-10-03 16:45:00 UTC,Stocks rally despite weak jobs report,,http://www.reuters.com/news/video/videoStory?storyID=112137042,,,stocks rally despite weak jobs report,employment
,2015-10-03 10:45:00 UTC,Jobs report suggests Fed won't hike 'til March - Gapen,,http://www.reuters.com/news/video/videoStory?storyID=112123519,,,jobs report suggests fed won't hike 'til march - gapen,employment
,2014-12-10 06:00:00 UTC,December Diversity Jobs Report Reveals Opportunities For Employers Seeking To Hire Women And Minorities,,http://www.reuters.com/article/2014/12/09/il-pdn-dec-jobs-rep-idUSnPncfTF5Z+8d+PRN20141209,,,december diversity jobs report reveals opportunities for employers seeking to hire women and minorities,employment
,2012-06-05 21:06:00 UTC,Jobs report likely dampens growth outlook: Fed's Evans,,http://www.reuters.com/article/2012/06/06/us-usa-fed-evans-growth-idUSBRE85501Z20120606,,,jobs report likely dampens growth outlook: fed's evans,employment
,2012-06-05 21:03:00 UTC,Jobs report likely dampens growth outlook -Fed's Evans,,http://www.reuters.com/article/2012/06/06/usa-fed-evans-growth-idUSN9E8G900720120606,,,jobs report likely dampens growth outlook -fed's evans,employment
,2012-06-05 20:24:00 UTC,"Fed should ""try harder"" on labor market: Evans",,http://www.reuters.com/article/2012/06/06/us-usa-fed-evans-easing-idUSBRE85500M20120606,,,"fed should ""try harder"" on labor market: evans",employment
,2013-04-16 08:57:00 UTC,"Latest jobs report gives me pause, says Fed's Dudley",,http://www.reuters.com/article/2013/04/16/us-usa-fed-dudley-idUSBRE93F0HF20130416,,,"latest jobs report gives me pause, says fed's dudley",employment
,2013-04-16 08:47:00 UTC,"UPDATE 1-Latest U.S. jobs report gives me pause, says Fed's Dudley",,http://www.reuters.com/article/2013/04/16/usa-fed-dudley-idUSL2N0D30KT20130416,,,"update 1-latest u.s. jobs report gives me pause, says fed's dudley",employment
,2013-04-16 08:00:00 UTC,"Latest U.S. jobs report gives me pause, says Fed's Dudley",,http://www.reuters.com/article/2013/04/16/usa-fed-dudley-idUSN9N0CA02520130416,,,"latest u.s. jobs report gives me pause, says fed's dudley",employment
,2008-01-14 11:31:00 UTC, Disaboom and JobCentral.com Partner to Improve Unemployment Rate Among People Living With Disabilities,,http://www.reuters.com/article/pressRelease/idUS93387+14-Jan-2008+MW20080114,,, disaboom and jobcentral.com partner to improve unemployment rate among people living with disabilities,employment
,2010-07-14 04:40:00 UTC,Sterling rises after UK employment data,,http://www.reuters.com/article/hotStocksNews/idUSLDE66D0HP20100714,,,sterling rises after uk employment data,employment
,2014-10-06 22:16:00 UTC,Nikkei rises on upbeat U.S. jobs report; Fujifilm surges on Ebola cure hope,,http://www.reuters.com/article/2014/10/06/markets-japan-stocks-idUSL3N0S10G120141006,,,nikkei rises on upbeat u.s. jobs report; fujifilm surges on ebola cure hope,employment
,2008-01-29 00:08:00 UTC,Seoul stocks gain;exporters up on US rate cut bets,,http://www.reuters.com/article/rbssFinancialServicesAndRealEstateNews/idUSSEO7732820080129,,,seoul stocks gain;exporters up on us rate cut bets,direct_rate_cut
,2008-01-28 21:34:00 UTC,US STOCKS-Wall Street rallies on hope for Fed rate cut,,http://www.reuters.com/article/companyNews/idUSN2849671320080128,,,us stocks-wall street rallies on hope for fed rate cut,direct_rate_cut
,2008-01-28 21:19:00 UTC,Dollar dips as more Fed rate cuts loom,,http://www.reuters.com/article/globalMarketsNews/idUST690520080128,,,dollar dips as more fed rate cuts loom,direct_rate_cut
,2008-01-28 21:16:00 UTC,FOREX-Dollar dips as more Fed rate cuts loom,,http://www.reuters.com/article/companyNewsAndPR/idUSN2850500520080128,,,forex-dollar dips as more fed rate cuts loom,direct_rate_cut
,2008-01-28 19:09:00 UTC,US STOCKS-Market advances on Fed rate cut hopes,,http://www.reuters.com/article/companyNews/idUSN2848519120080128,,,us stocks-market advances on fed rate cut hopes,direct_rate_cut
,2008-01-28 15:09:00 UTC,"UPDATE 1-Toronto stocks weak, eyes on impending Fed rate cut",,http://www.reuters.com/article/rbssIndustryMaterialsUtilitiesNews/idUSN2835440020080128,,,"update 1-toronto stocks weak, eyes on impending fed rate cut",direct_rate_cut
,2015-12-01 16:18:00 UTC,Fitch: Strong Labor Market Keeps U.S. Credit Card ABS in Range,,http://www.reuters.com/article/ny-fitch-ratings-cc-abs-idUSnBw306300a+100+BSW20151130,,,fitch: strong labor market keeps u.s. credit card abs in range,employment
,2013-06-28 16:29:00 UTC,U.S. Week Ahead: No fireworks seen in June jobs report,,http://www.reuters.com/news/video/videoStory?storyID=63466548,,,u.s. week ahead: no fireworks seen in june jobs report,employment
,2011-03-01 17:57:00 UTC,PREVIEW-US nonfarm payrolls seen bouncing back post snowstorms,,http://www.reuters.com/article/2011/03/01/usa-economy-jobs-idUSN0116332420110301,,,preview-us nonfarm payrolls seen bouncing back post snowstorms,employment
,2010-01-06 15:40:00 UTC,TREASURIES-Bonds dip on worries over upcoming jobs report,,http://www.reuters.com/article/bondsNews/idUSN0653431920100106,,,treasuries-bonds dip on worries over upcoming jobs report,employment
,2010-01-06 12:23:00 UTC,TREASURIES-Bonds fall on worries over upcoming jobs report,,http://www.reuters.com/article/bondsNews/idUSN0615072420100106,,,treasuries-bonds fall on worries over upcoming jobs report,employment
,2010-01-06 08:26:00 UTC,TREASURIES-Trim losses slightly after ADP private jobs report,,http://www.reuters.com/article/bondsNews/idUSN067920100106,,,treasuries-trim losses slightly after adp private jobs report,employment
,2015-07-31 10:15:00 UTC,"Second quarter GDP disappoints, but second half of 2015 will be better: Comment on Q2 GDP by Gad Levanon, Managing Director, Economic Outlook & Labor Markets, The Conference Board",,http://www.reuters.com/article/conference-board-hike-idUSnPn6f037v+80+PRN20150730,,,"second quarter gdp disappoints, but second half of 2015 will be better: comment on q2 gdp by gad levanon, managing director, economic outlook & labor markets, the conference board","employment, economic_growth"
,2016-08-16 12:27:00 UTC,BRIEF-Blackrock's Richard Turnill says unemployment rate in U.S. could fall without triggering further inflation,,http://www.reuters.com/article/idUSFWN1AW0KF,,,brief-blackrock's richard turnill says unemployment rate in u.s. could fall without triggering further inflation,employment
,2016-08-16 08:33:00 UTC,Egypt's unemployment rate dips to 12.5 percent in Q2 -stats agency,,http://www.reuters.com/article/egypt-economy-unemployment-idUSL8N1AW2C0,,,egypt's unemployment rate dips to 12.5 percent in q2 -stats agency,employment
,2010-03-04 14:05:00 UTC,US STOCKS-Wall St edge up on mixed data; jobs report eyed,,http://www.reuters.com/article/cyclicalConsumerGoodsSector/idUSN0425491120100304,,,us stocks-wall st edge up on mixed data; jobs report eyed,employment
,2010-10-26 09:00:00 UTC,"Income at Risk: Quarterly Unemployment Rate for People with Disabilities Climbs along with SSDI Claims, Reports Allsup",,http://www.reuters.com/article/2010/10/26/idUS143496+26-Oct-2010+BW20101026,,,"income at risk: quarterly unemployment rate for people with disabilities climbs along with ssdi claims, reports allsup",employment
,2007-08-13 12:39:00 UTC,US RATE FUTURES-Still lean to Aug Fed rate cut,,http://www.reuters.com/article/bondsNews/idUSCHB00034220070813,,,us rate futures-still lean to aug fed rate cut,direct_rate_cut
,2016-04-27 12:04:00 UTC,UPDATE 1-Santiago jobless jump may show Chile labor market weakening -cenbanker,,http://www.reuters.com/article/chile-cenbank-unemployment-idUSL2N17T0ZN,,,update 1-santiago jobless jump may show chile labor market weakening -cenbanker,employment
,2014-09-11 11:40:00 UTC,KC Fed labor market activity indicator up in August,,http://www.reuters.com/article/2014/09/10/us-usa-fed-kcindex-idUSKBN0H51SA20140910,,,kc fed labor market activity indicator up in august,employment
,2014-09-05 21:07:00 UTC,Fed's Powell says labor market still has 'a lot of slack',,http://www.reuters.com/article/2014/09/05/us-usa-fed-powell-employment-idUSKBN0H001920140905,,,fed's powell says labor market still has 'a lot of slack',employment
,2013-02-06 10:03:00 UTC,CANADA FX DEBT-C$ softens ahead of ECB meeting and jobs report,,http://www.reuters.com/article/2013/02/06/markets-canada-dollar-bonds-idUSL1N0B65CO20130206,,,canada fx debt-c$ softens ahead of ecb meeting and jobs report,employment
,2009-07-01 12:27:00 UTC,US STOCKS-Futures pare gains after ADP jobs report,,http://www.reuters.com/article/usMktRpt/idUSN0137609720090701,,,us stocks-futures pare gains after adp jobs report,employment
,2009-07-01 12:22:00 UTC,Dollar pares losses vs euro after ADP jobs report,,http://www.reuters.com/article/usDollarRpt/idUSN0149395520090701,,,dollar pares losses vs euro after adp jobs report,employment
,2012-02-03 16:18:00 UTC,TREASURIES-Bonds sell off as jobs report cuts bets on stimulus,,http://www.reuters.com/article/2012/02/03/markets-bonds-idUSL2E8D3FHP20120203,,,treasuries-bonds sell off as jobs report cuts bets on stimulus,employment
,2012-02-03 12:37:00 UTC,Construction Unemployment Rate Rises as Jobs Growth Continues to be Outpaced by Those Looking for Work,,http://www.reuters.com/article/2012/02/03/idUS186833+03-Feb-2012+PRN20120203,,,construction unemployment rate rises as jobs growth continues to be outpaced by those looking for work,employment
,2012-02-03 10:49:00 UTC,United States Hispanic Chamber of Commerce Issues Statement on January Jobs Report,,http://www.reuters.com/article/2012/02/03/idUS165257+03-Feb-2012+PRN20120203,,,united states hispanic chamber of commerce issues statement on january jobs report,employment
,2012-02-03 09:01:00 UTC,"Instant view: January nonfarm payrolls rose by 243,000",,http://www.reuters.com/article/2012/02/03/us-usa-economy-jobs-instant-idUSTRE8120UO20120203,,,"instant view: january nonfarm payrolls rose by 243,000",employment
,2012-02-03 08:52:00 UTC,GLOBAL MARKETS-Shares jump after strong U.S. jobs report,,http://www.reuters.com/article/2012/02/03/markets-global-idUSL5E8D32WH20120203,,,global markets-shares jump after strong u.s. jobs report,employment
,2012-02-03 08:01:00 UTC,"GLOBAL MARKETS-Cautious markets eye U.S. jobs report, Greece",,http://www.reuters.com/article/2012/02/03/markets-global-idUSL5E8D31A320120203,,,"global markets-cautious markets eye u.s. jobs report, greece",employment
,2012-02-03 10:46:00 UTC,"Jobs report is a ""watershed"" moment for economy: Hoffman",,http://www.reuters.com/news/video/videoStory?storyID=32487288,,,"jobs report is a ""watershed"" moment for economy: hoffman",employment
,2014-05-08 16:34:00 UTC,CANADA FX DEBT-C$ hits 4-month high; investors look to jobs report,,http://www.reuters.com/article/2014/05/08/markets-canada-dollar-bonds-idUSL2N0NU1Y920140508,,,canada fx debt-c$ hits 4-month high; investors look to jobs report,employment
,2014-05-08 11:23:00 UTC,Drop in jobless claims signals firmer labor market,,http://www.reuters.com/article/2014/05/08/us-usa-economy-idUSBREA450GW20140508,,,drop in jobless claims signals firmer labor market,employment
,2014-05-08 11:22:00 UTC,UPDATE 2-Drop in U.S. jobless claims signals firmer labor market,,http://www.reuters.com/article/2014/05/08/usa-economy-employment-idUSL2N0NU0LG20140508,,,update 2-drop in u.s. jobless claims signals firmer labor market,employment
,2014-05-08 10:00:00 UTC,Labor Markets Improve Across Advanced Economies,,http://www.reuters.com/article/2014/05/08/ny-conferenceboard-idUSnPn2jgqt9+80+PRN20140508,,,labor markets improve across advanced economies,employment
,2011-03-03 13:53:00 UTC,TREASURIES-Bond prices fall on improved labor market view,,http://www.reuters.com/article/2011/03/03/markets-bonds-idUSN0348355620110303,,,treasuries-bond prices fall on improved labor market view,employment
,2011-03-03 11:28:00 UTC,TREASURIES-30-year bond falls on improved labor market view,,http://www.reuters.com/article/2011/03/03/markets-bonds-idUSN0340619820110303,,,treasuries-30-year bond falls on improved labor market view,employment
,2008-07-10 10:00:00 UTC,Korn/Ferry Survey Indicates Labor Market for New Graduates Should Remain Strong,,http://www.reuters.com/article/pressRelease/idUS95270+10-Jul-2008+PRN20080710,,,korn/ferry survey indicates labor market for new graduates should remain strong,employment
,2010-01-04 15:13:00 UTC,"PREVIEW-US nonfarm payrolls seen falling 8,000 in December",,http://www.reuters.com/article/companyNewsAndPR/idUSN0423891020100104,,,"preview-us nonfarm payrolls seen falling 8,000 in december",employment
,2010-01-04 09:09:00 UTC,TREASURIES-Yields near 7-mo high on risk of strong jobs report,,http://www.reuters.com/article/companyNewsAndPR/idUSN0415469220100104,,,treasuries-yields near 7-mo high on risk of strong jobs report,employment
,2012-04-05 04:59:00 UTC,ASIA CREDIT CLOSE: All eyes on nonfarm payrolls in slow session,,http://www.reuters.com/article/2012/04/05/markets-asia-debt-idUSL3E8F529O20120405,,,asia credit close: all eyes on nonfarm payrolls in slow session,employment
,2012-04-05 10:45:00 UTC,Reuters Asks: What are your Nonfarm Payrolls expectations?,,http://www.reuters.com/news/video/videoStory?storyID=36211592,,,reuters asks: what are your nonfarm payrolls expectations?,employment
,2015-12-17 10:00:00 UTC,"Nationwide Report Shows Healthy U.S. Housing Market, Helped by Favorable Labor Market Conditions",,http://www.reuters.com/article/oh-nationwide-idUSnBw165195a+100+BSW20151216,,,"nationwide report shows healthy u.s. housing market, helped by favorable labor market conditions",employment
,2009-10-27 18:47:00 UTC,Fed rate cut not likely soon,,http://www.reuters.com/news/video/videoStory?storyID=WAO1254139984842,,,fed rate cut not likely soon,direct_rate_cut
,2014-10-04 11:44:00 UTC,"nTIDE Jobs Report: Despite Economic Milestones, Employment Gap Remains for People With Disabilities",,http://www.reuters.com/article/2014/10/03/idUSnMKWdN3K2a+1d4+MKW20141003,,,"ntide jobs report: despite economic milestones, employment gap remains for people with disabilities",employment
,2014-10-04 11:18:00 UTC,US STOCKS-Wall St rallies on bullish jobs report,,http://www.reuters.com/article/2014/10/03/markets-stocks-usa-idUSL2N0RY17J20141003,,,us stocks-wall st rallies on bullish jobs report,employment
,2014-10-04 09:58:00 UTC,FOREX-Dollar surges to four-year high on robust U.S. jobs report,,http://www.reuters.com/article/2014/10/03/markets-forex-idUSL2N0RY0YS20141003,,,forex-dollar surges to four-year high on robust u.s. jobs report,employment
,2014-10-04 09:38:00 UTC,CANADA STOCKS-TSX opens higher on U.S. jobs report,,http://www.reuters.com/article/2014/10/03/markets-canada-stocks-open-idUSL2N0RY0X120141003,,,canada stocks-tsx opens higher on u.s. jobs report,employment
,2014-10-04 09:12:00 UTC,"Comment on U.S. Bureau of Labor Statistics Employment Situation Report by Gad Levanon, Director, Macroeconomic and Labor Market Research, The Conference Board",,http://www.reuters.com/article/2014/10/03/ny-conference-board-idUSnPn5nF08Y+89+PRN20141003,,,"comment on u.s. bureau of labor statistics employment situation report by gad levanon, director, macroeconomic and labor market research, the conference board",employment
